year,rank,uri,wk_title,wk_artist,sp_title,sp_artist
1972,28,spotify:track:45aoC0yE3RZGWz5QPb41M1,Popcorn,Hot Butter,Popcorn,['Hot Butter']
1972,29,spotify:track:3DkqEHCCqlkknDfksHWWu0,Everybody Plays the Fool,The Main Ingredient,Everybody Plays the Fool,['The Main Ingredient']
1972,30,spotify:track:7uuM0HwvCG20e5ttu6ugmP,Precious and Few,Climax,Precious and Few,['Climax']
1972,31,spotify:track:6HH6fmHF2YssfVkRmzcjf0,(Last Night) I Didn't Get to Sleep at All,The 5th Dimension,(Last Night) I Didn't Get To Sleep At All,['The 5th Dimension']
1972,32,spotify:track:6L5BZEcZmD6RBJnimzlyKr,Nights in White Satin,The Moody Blues,Nights In White Satin - Single Version / Mono,['The Moody Blues']
1972,33,spotify:track:75GQIYnRaBg7ndHxhfYuQy,Go All the Way,Raspberries,Go All The Way,['Raspberries']
1972,34,spotify:track:2OyaNAq8BcGstyzueloqpE,Too Late to Turn Back Now,Cornelius Brothers & Sister Rose,Too Late To Turn Back Now,['Cornelius Brothers & Sister Rose']
1972,35,spotify:track:0KpMY3D2G8253VTZbDBUmA,Back Stabbers,The O'Jays,Back Stabbers,"[""The O'Jays""]"
1972,36,spotify:track:49ZAeWd40u4py51DpjEY8p,Down by the Lazy River,The Osmonds,Down By The Lazy River,['The Osmonds']
1972,37,spotify:track:0eFndjUBaTQdO81uRO9lBL,Sunshine,Jonathan Edwards,Sunshine,['Jonathan Edwards']
1972,38,https://open.spotify.com/track/6Vo8rpayHpm3dmuoluEzTQ?si=5e5edf32275c4af6,Starting All Over Again,Mel and Tim,Starting All Over Again,['Mel & Tim']
1972,39,spotify:track:2XKW8CH8nRZH9cF2DNjBHN,Day After Day,Badfinger,Day After Day - Remastered 2010,['Badfinger']
1972,40,spotify:track:3gdewACMIVMEWVbyb8O9sY,Rocket Man,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",['Elton John']
1972,41,spotify:track:63gcHyuhAC8G2C0bVQUOJI,Rockin' Robin,Michael Jackson,Rockin' Robin,['Michael Jackson']
1972,42,spotify:track:6DqNZJ4hhBYd8qj9WbpSTJ,Beautiful Sunday,Daniel Boone,Beautiful Sunday,['Daniel Boone']
1972,43,spotify:track:5Huz9ACELCWBP2iK6UA34S,Scorpio,Dennis Coffey,Scorpio,['Dennis Coffey & The Detroit Guitar Band']
1972,44,spotify:track:08iKq9eiXCQfD0uzNzzpbc,Morning Has Broken,Cat Stevens,Morning Has Broken,['Yusuf / Cat Stevens']
1972,45,spotify:track:0P6TTXbSLGrSoTNMz5kvB7,City of New Orleans,Arlo Guthrie,The City of New Orleans,['Arlo Guthrie']
1972,46,spotify:track:7J5tyfg3OYVNR97KH66ovw,Garden Party,Ricky Nelson,Garden Party,"['Ricky Nelson', 'The Stone Canyon Band']"
1972,47,spotify:track:30SCXVFyQGOFMdKnbgJS18,I Can See Clearly Now,Johnny Nash,I Can See Clearly Now,['Johnny Nash']
1972,48,spotify:track:7zMUCLm1TN9o9JlLISztxO,Burning Love,Elvis Presley,Burning Love,['Elvis Presley']
1972,49,spotify:track:6uqTETWok9npbL4c9cuLVh,Clean Up Woman,Betty Wright,Clean up Woman,['Betty Wright']
1972,50,spotify:track:3vfIv3pvYlLOa0wKIEuqFn,Hold Your Head Up,Argent,Hold Your Head Up,['Argent']
1972,51,spotify:track:53d3lGEb9rQLuc0wS8jBFx,Jungle Fever,The Chakachas,Jungle Fever,['The Chakachas']
1972,52,spotify:track:52VIdyKqp1pJRSyUQaxKUA,Everything I Own,Bread,Everything I Own,['Bread']
1972,53,spotify:track:6aKFAhG7hCy71wLDMKjP5G,In the Rain,The Dramatics,In The Rain,['The Dramatics']
1972,54,spotify:track:0ZhwlFI7I69yaXphO7t5R8,Look What You Done for Me,Al Green,Look What You Done for Me,['Al Green']
1972,55,spotify:track:60ut42dYikYXfCZQcvVXYV,The Happiest Girl in the Whole U.S.A.,Donna Fargo,The Happiest Girl In The Whole U.S.A.,['Donna Fargo']
1972,56,spotify:track:6FsQrRpBLgsrFeAeiQqytm,Bang a Gong (Get it On),T. Rex,Bang a Gong (Get It On) - 2003 Remaster,['T. Rex']
1972,57,spotify:track:5vZ1BKMSLgrxxPYGMR904n,Mother and Child Reunion,Paul Simon,Mother and Child Reunion,['Paul Simon']
1972,58,spotify:track:7l07ak5IWpISBsrUtwj4O4,Where Is the Love,Roberta Flack & Donny Hathaway,Where Is the Love,"['Roberta Flack', 'Donny Hathaway']"
1972,59,https://open.spotify.com/track/2GEDd9qtGXU7IvGgqTF6Uj?si=0bb7bf4c25d041dd,I'm Still in Love with You,Al Green,I'm Still in Love with You,['Al Green']
1972,60,spotify:track:2kkvB3RNRzwjFdGhaUA0tz,Layla,Derek and the Dominos,Layla,['Derek & The Dominos']
1972,61,spotify:track:7L4G39PVgMfaeHRyi1ML7y,Day Dreaming,Aretha Franklin,Day Dreaming,['Aretha Franklin']
1972,62,spotify:track:1q1oeOO8LQJH0qWI549cqN,The Way of Love,Cher,The Way Of Love,['Cher']
1972,63,spotify:track:4XcUADpOth9Wroq5EVMFJq,Black and White,Three Dog Night,Black And White,['Three Dog Night']
1972,64,spotify:track:4hLk7Bjz1XJWNDiqovvgBW,Sylvia's Mother,Dr. Hook & the Medicine Show,Sylvia's Mother,['Dr. Hook']
1972,65,spotify:track:4wGKFjv7PUEZJsRk79wNKu,Hurting Each Other,The Carpenters,Hurting Each Other,['Carpenters']
1972,66,spotify:track:4o5GyaeGMgDsrclBsL3au7,Coconut,Harry Nilsson,Coconut,['Harry Nilsson']
1972,67,spotify:track:7HWH4kGaHR3ZwKNFPT4dSW,Puppy Love,Donny Osmond,Puppy Love,['Donny Osmond']
1972,68,spotify:track:6ZBeRXjadHvBk9VYSnoO0R,You Don't Mess Around with Jim,Jim Croce,You Don't Mess Around with Jim,['Jim Croce']
1972,69,spotify:track:2sZjmnS1BSoc1svOu5P8LM,Hot Rod Lincoln,Commander Cody and His Lost Planet Airmen,Hot Rod Lincoln,['Commander Cody and His Lost Planet Airmen']
1972,70,spotify:track:35NI9WDsjWlIMmrabnvn0Z,A Cowboy's Work Is Never Done,Sonny & Cher,A Cowboy's Work Is Never Done,['Sonny & Cher']
1972,71,spotify:track:5xwmLfRd5kLb6XohkIqNV2,Joy,Apollo 100,Joy,"['Apollo 100', 'Tom Parker']"
1972,72,spotify:track:0rLRrCTqWVMgv1DpMBSezw,Anticipation,Carly Simon,Anticipation,['Carly Simon']
1972,73,spotify:track:61OQuSzsom6geFCA18JwO6,Never Been to Spain,Three Dog Night,Never Been To Spain - Single Version,['Three Dog Night']
1972,74,spotify:track:37GWhu8R61gTStMvVQfDuE,Kiss an Angel Good Mornin',Charley Pride,Kiss an Angel Good Mornin',['Charley Pride']
1972,75,spotify:track:5Z8EDau8uNcP1E8JvmfkZe,School's Out,Alice Cooper,School's Out,['Alice Cooper']
1972,76,spotify:track:4OJFkrRQqol4FsPesF8eu4,Saturday in the Park,Chicago,Saturday in the Park - 2002 Remaster,['Chicago']
1972,77,spotify:track:1hbf8AWhIfIQk8V9KqTRAl,Drowning in the Sea of Love,Joe Simon,Drowning in the Sea of Love,['Joe Simon']
1972,78,spotify:track:4gRA0i5sxx3jAhHaVjPnUN,Use Me,Bill Withers,Use Me,['Bill Withers']
1972,79,spotify:track:4f3u4Oy0JqJRIhMmTqRcxj,Family Affair,Sly & the Family Stone,Family Affair - Single Version,['Sly & The Family Stone']
1972,80,spotify:track:08L6jFH2p1NfDXX4suPvp2,Troglodyte (Cave Man),The Jimmy Castor Bunch,Troglodyte (Cave Man),['The Jimmy Castor Bunch']
1972,81,spotify:track:5M3lcfDNGB4S0iDoP9ItcV,The Witch Queen of New Orleans,Redbone,The Witch Queen of New Orleans,['Redbone']
1972,82,spotify:track:2K0o7hpA2pSmWT2ZcMB83T,Freddie's Dead,Curtis Mayfield,Freddie's Dead,['Curtis Mayfield']
1972,83,spotify:track:0RmX1SfDUMF11YsQ3N0k1t,Power of Love,Joe Simon,Power of Love,['Joe Simon']
1972,84,spotify:track:5ehrJB4xFea5kph6jVoWtS,Ain't Understanding Mellow,Jerry Butler & Brenda Lee Eager,Ain't Understanding Mellow,"['Jerry Butler', 'Brenda Lee Eager']"
1972,85,spotify:track:7qnxmC6qdYkjcoCJCeD8Jx,Taxi,Harry Chapin,Taxi,['Harry Chapin']
1972,86,spotify:track:3FODe1S9OlL5Y9y9koJA7I,Don't Say You Don't Remember,Beverly Bremers,Don't Say You Don't Remember,['Beverly Bremers']
1972,87,spotify:track:26mlDJoh5bQiC7efK7xq9z,Sealed with a Kiss,Bobby Vinton,Sealed with a Kiss,['Bobby Vinton']
1972,88,spotify:track:0B1zVsLqmV9ibIFdNS5tGs,I Saw the Light,Todd Rundgren,I Saw the Light,['Todd Rundgren']
1972,89,spotify:track:1TkgnYlGsO7nva2PF97tVM,Motorcycle Mama,Sailcat,Motorcycle Mama,['Sailcat']
1972,90,spotify:track:3aCzV8NsuqgNGjwRK1CLNB,Day by Day,Original Cast of Godspell,Day by Day,"['Robin Lamont', 'Godspell Ensemble']"
1972,91,spotify:track:0l2kEdf5XjlckyybbNjmYS,Roundabout,Yes,Roundabout,['Yes']
1972,92,spotify:track:1CsD7hYbW1gFlgPH9zMfeI,Doctor My Eyes,Jackson Browne,Doctor My Eyes - Remastered,['Jackson Browne']
1972,93,spotify:track:0hbC2CAJidLslKqJ39Lxh4,I'd Like to Teach the World to Sing (In Perfect Harmony),The New Seekers,I'd Like to Teach the World to Sing (In Perfect Harmony),['The New Seekers']
1972,94,spotify:track:0VNzEY1G4GLqcNx5qaaTl6,Vincent,Don McLean,Vincent,['Don McLean']
1972,95,spotify:track:3a7XVyRJjALtpwueWmGR12,Baby Let Me Take You (In My Arms),The Detroit Emeralds,Baby Let Me Take You (In My Arms),['Detroit Emeralds']
1972,96,spotify:track:3U7WGQgdrFM9SWbVkPQSPn,Speak to the Sky,Rick Springfield,Speak To The Sky,['Rick Springfield']
1972,97,spotify:track:2B8ClX0dmxsXo5A14I7VpA,I'd Like to Teach the World to Sing (In Perfect Harmony),The Hillside Singers,I'd Like to Teach the World to Sing (In Perfect Harmony),['The Hillside Singers']
1972,98,spotify:track:4Ev3gucC4JAUbHJrHpY70w,Walkin' in the Rain with the One I Love,Love Unlimited,Walkin' In The Rain With The One I Love,['Love Unlimited']
1972,99,spotify:track:738VP3uV3ENOVVmXmJGuWS,Get on the Good Foot,James Brown,"Get On The Good Foot, Pt. 1 - Single Version",['James Brown']
1972,100,spotify:track:4jsiIeVm7ZcCJRpq8opfMa,Pop That Thang,The Isley Brothers,Pop That Thang,['The Isley Brothers']
1973,1,https://open.spotify.com/track/12UzVR0M7asW2MHAZRJk0I?si=103296d52ef7491d,Tie a Yellow Ribbon Round the Ole Oak Tree,Tony Orlando and Dawn,Tie a Yellow Ribbon Round the Ole Oak Tree (feat. Tony Orlando) - 1998 Remastered,"['Dawn', 'Tony Orlando']"
1973,2,spotify:track:2r3XNMon9K7bl2KTtHsaQO,"Bad, Bad Leroy Brown",Jim Croce,"Bad, Bad Leroy Brown",['Jim Croce']
1973,3,spotify:track:3gsCAGsWr6pUm1Vy7CPPob,Killing Me Softly with His Song,Roberta Flack,Killing Me Softly With His Song,['Roberta Flack']
1973,4,spotify:track:5yr8pi3uCjTYOnTqstBBdm,Let's Get It On,Marvin Gaye,Let's Get It On,['Marvin Gaye']
1973,5,spotify:track:0Oj0TT23GBH2XuHAaSsloH,My Love,Paul McCartney & Wings,My Love - 2018 Remaster,['Wings']
1973,6,spotify:track:6uMKkOEkPJRumFvAzo5nr9,Why Me,Kris Kristofferson,Why Me,['Kris Kristofferson']
1973,7,spotify:track:6WCeFNVAXUtNczb7lqLiZU,Crocodile Rock,Elton John,Crocodile Rock,['Elton John']
1973,8,spotify:track:0iifjjuozo6r5fh2GWI6Pq,Will It Go Round in Circles,Billy Preston,Will It Go Round In Circles,['Billy Preston']
1973,9,spotify:track:2DnJjbjNTV9Nd5NOa1KGba,You're So Vain,Carly Simon,You're So Vain,['Carly Simon']
1973,10,spotify:track:4sIkDCqNjTubfb5UVs8lEA,Touch Me in the Morning,Diana Ross,Touch Me In The Morning,['Diana Ross']
1973,11,spotify:track:4ZObql2ASJn1bvasBzjlyI,The Night the Lights Went Out in Georgia,Vicki Lawrence,The Night the Lights Went out in Georgia,['Vicki Lawrence']
1973,12,spotify:track:0ckaiscpV8eaZ9WWJLdFbs,Playground in My Mind,Clint Holmes,Playground In My Mind - Single Version,['Clint Holmes']
1973,13,spotify:track:5kbSslE6zBMZnULSrE4SdZ,Brother Louie,Stories,Brother Louie,['Stories']
1973,14,spotify:track:53RGKUb4zvhHaDCmjgUrIP,Delta Dawn,Helen Reddy,Delta Dawn,['Helen Reddy']
1973,15,spotify:track:6Ro2z4RtAUew9Kz2HZWZUi,Me and Mrs. Jones,Billy Paul,Me and Mrs. Jones,['Billy Paul']
1973,16,spotify:track:2l0Z9fY1E8Bep8opmhmDhq,Frankenstein,The Edgar Winter Group,Frankenstein,['The Edgar Winter Group']
1973,17,spotify:track:6hJhVBOnkchxBsDHbLOBJP,Drift Away,Dobie Gray,Drift Away - Single Version,['Dobie Gray']
1973,18,spotify:track:5yGYWR0ZTgaQbjQVq1FFbW,Little Willy,Sweet,Little Willy,['Sweet']
1973,19,spotify:track:0n2pjCIMKwHSXoYfEbYMfX,You Are the Sunshine of My Life,Stevie Wonder,You Are The Sunshine Of My Life,['Stevie Wonder']
1973,20,spotify:track:23jaOlnV7vHmly51DPBr35,Half-Breed,Cher,Half-Breed,['Cher']
1973,21,spotify:track:46pW0poQYEb2bVaqozGO59,That Lady,The Isley Brothers,"That Lady, Pts. 1 & 2",['The Isley Brothers']
1973,22,spotify:track:2BEeIp5vfO4rR2Qs5vkTLL,Pillow Talk,Sylvia Robinson,Pillow Talk,['Sylvia']
1973,23,spotify:track:3XcjIvaZVUFAIdIYZqY9bd,We're an American Band,Grand Funk Railroad,We're An American Band - Remastered 2002,['Grand Funk Railroad']
1973,24,spotify:track:0I2ELF6uHlL4ABu9aFiou7,Right Place Wrong Time,Dr. John,Right Place Wrong Time,['Dr. John']
1973,25,spotify:track:0p1rWyIk2fFYfXM6k2LOIo,Wildflower,Skylark,Wildflower,['Skylark']
1973,26,spotify:track:4N0TP4Rmj6QQezWV88ARNJ,Superstition,Stevie Wonder,Superstition,['Stevie Wonder']
1973,27,spotify:track:5F4ksIKmuXEtgBf6SfEQRr,Loves Me Like a Rock,Paul Simon,Loves Me Like a Rock,['Paul Simon']
1973,28,spotify:track:62QRbVm7DqR3eoqgT7pEfs,The Morning After,Maureen McGovern,The Morning After - Single Version,['Maureen McGovern']
1973,29,spotify:track:1ne9wOtDF2jM6Cm8WBkaER,Rocky Mountain High,John Denver,Rocky Mountain High,['John Denver']
1973,30,spotify:track:3Vby4nGmtbDo7HDJamOWkT,Stuck in the Middle with You,Stealers Wheel,Stuck In The Middle With You,['Stealers Wheel']
1973,31,spotify:track:4OLBx9wxBXhsZCUZiOXGtq,Shambala,Three Dog Night,Shambala,['Three Dog Night']
1973,32,spotify:track:28285KFbyCq8sJofn58qlD,Love Train,The O'Jays,Love Train,"[""The O'Jays""]"
1973,33,spotify:track:1QR3Wcba5NBidmxEE8DW3w,I'm Gonna Love You Just a Little More Baby,Barry White,I'm Gonna Love You Just A Little More Baby,['Barry White']
1973,34,spotify:track:5XpZQZGEzAloijxmVPumtw,"Say, Has Anybody Seen My Sweet Gypsy Rose",Tony Orlando and Dawn,"Say, Has Anybody Seen My Sweet Gypsy Rose",['Tony Orlando & Dawn']
1973,35,spotify:track:5CiOCxc3argOhj5qKNZGN0,Keep on Truckin',Eddie Kendricks,Keep On Truckin',['Eddie Kendricks']
1973,36,spotify:track:5lQxMlCMTzCj3j4vyzdl8T,Danny's Song,Anne Murray,Danny's Song,['Anne Murray']
1973,37,spotify:track:0q21FNwES2bbtcduB6kjEU,Dancing in the Moonlight,King Harvest,Dancing in the Moonlight,['King Harvest']
1973,38,spotify:track:0xxZY5C9xxij3D1HkzbnfC,Monster Mash,Bobby 'Boris' Pickett,Monster Mash,"['Bobby ""Boris"" Pickett', 'The Crypt-Kickers']"
1973,39,spotify:track:7aKrysuyZvDnU3JwnlO3dd,Natural High,Bloodstone,Natural High,['Bloodstone']
1973,40,spotify:track:7CQQBWqFfROA5RWyY04ifv,Diamond Girl,Seals and Crofts,Diamond Girl,['Seals and Crofts']
1973,41,spotify:track:4nXkbcTj3nyww1cHkw5RAP,Long Train Runnin',The Doobie Brothers,Long Train Runnin',['The Doobie Brothers']
1973,42,spotify:track:1ZiN3wseympSLDIFkaWHHC,Give Me Love (Give Me Peace on Earth),George Harrison,Give Me Love (Give Me Peace on Earth),['George Harrison']
1973,43,spotify:track:2BydLQAh7CUIFvSEqAMc4x,If You Want Me to Stay,Sly & the Family Stone,If You Want Me to Stay,['Sly & The Family Stone']
1973,44,spotify:track:74kxBssUzh94itBRiETIRN,Daddy's Home,Jermaine Jackson,Daddy's Home,['Jermaine Jackson']
1973,45,spotify:track:3QgSJ9CqgLPk9B4xLdwLrS,Neither One of Us (Wants to Be the First to Say Goodbye),Gladys Knight & the Pips,Neither One Of Us (Wants To Be The First To Say Goodbye),['Gladys Knight & The Pips']
1973,46,spotify:track:0vwACFLgSPcCyRkFP4ebhl,I'm Doin' Fine Now,New York City,I'm Doin' Fine Now,['New York City']
1973,47,spotify:track:5i0urffBRKl09GSX2Jhdeh,Could It Be I'm Falling in Love,The Spinners,Could It Be I'm Falling in Love,['The Spinners']
1973,48,spotify:track:1BvJmtaXsqtH438BcDPeBb,Daniel,Elton John,Daniel,['Elton John']
1973,49,spotify:track:7MF7QAodbGzNYav5ZfIhAY,Midnight Train to Georgia,Gladys Knight & the Pips,Midnight Train to Georgia,['Gladys Knight & The Pips']
1973,50,spotify:track:5SAUIWdZ04OxYfJFDchC7S,Smoke on the Water,Deep Purple,Smoke on the Water,['Deep Purple']
1973,51,spotify:track:0gJj33ghcMjK7m2ORh0ZZk,"The Cover of ""Rolling Stone""",Dr. Hook & The Medicine Show,"The Cover of ""Rolling Stone""",['Dr. Hook']
1973,52,spotify:track:4NRFiS0pHjTFDjOm1LWTZj,Behind Closed Doors,Charlie Rich,Behind Closed Doors,['Charlie Rich']
1973,53,spotify:track:6rxUq1D3nrvJnipbtb1oMG,Your Mama Don't Dance,Loggins and Messina,Your Mama Don't Dance,['Loggins & Messina']
1973,54,spotify:track:0tOCULBiOd2RcRSM2kJNhr,Feelin' Stronger Every Day,Chicago,Feelin' Stronger Every Day,['Chicago']
1973,55,spotify:track:1c0ShGrrj3m04rrOWrWFEH,The Cisco Kid,War,The Cisco Kid,['War']
1973,56,spotify:track:0VV8wkOM4w78A2OHZOTzNP,Live and Let Die,Paul McCartney & Wings,Live And Let Die - 2018 Remaster,['Wings']
1973,57,spotify:track:01LVB9f8ev89TwZiPDn0OC,"Oh, Babe, What Would You Say?",Hurricane Smith,"Oh, Babe What Would You Say",['Hurricane Smith']
1973,58,spotify:track:7mNLQa2OeCbFtA9oEn9Zg5,I Believe in You (You Believe in Me),Johnnie Taylor,I Believe In You (You Believe In Me),['Johnnie Taylor']
1973,59,spotify:track:386bIxJPFIr5pVuVQTZIOm,Sing,The Carpenters,Sing,['Carpenters']
1973,60,spotify:track:6q8NBpF6twALMb86FBpLgQ,Ain't No Woman (Like the One I've Got),The Four Tops,Ain't No Woman (Like The One I've Got),['Four Tops']
1973,61,spotify:track:4xxn8GDqs7RUwgZTNznXNp,Dueling Banjos,Eric Weissberg & Steve Mandell,Dueling Banjos,"['Eric Weissberg', 'Steve Mandell']"
1973,62,spotify:track:0dMd4rilfd6gPbXaLpNYhu,Higher Ground,Stevie Wonder,Higher Ground,['Stevie Wonder']
1973,63,spotify:track:20wu6USlvWRghMOvUdfLgE,Here I Am (Come and Take Me),Al Green,Here I Am (Come and Take Me),['Al Green']
1973,64,spotify:track:6EA8NmWd3l9C6ycQfbEOnS,My Maria,B.W. Stevenson,My Maria,['B.W. Stevenson']
1973,65,spotify:track:4XsH9zBWPOCdXoH9ZDdS8r,Superfly,Curtis Mayfield,Superfly,['Curtis Mayfield']
1973,66,spotify:track:7cbYx1iSCstX5W0YkKDK0c,Last Song,Edward Bear,Last Song,['Edward Bear']
1973,67,spotify:track:0QV9bwzRc5WMiDEdpNBqdC,Get Down,Gilbert O'Sullivan,Get Down,"[""Gilbert O'Sullivan""]"
1973,68,spotify:track:1x1XQqhBViz4opcpwc7FVs,Reelin' in the Years,Steely Dan,Reelin' In The Years,['Steely Dan']
1973,69,spotify:track:2uzyiRdvfNI5WxUiItv1y9,Hocus Pocus,Focus,Hocus Pocus,['Focus']
1973,70,spotify:track:3wM6RTAnF7IQpMFd7b9ZcL,Yesterday Once More,The Carpenters,Yesterday Once More,['Carpenters']
1973,71,spotify:track:7MuMALGZV3KhVA9AS9TFup,Boogie Woogie Bugle Boy,Bette Midler,Boogie Woogie Bugle Boy,['Bette Midler']
1973,72,spotify:track:6yzN1aLjcsP5coOUZPOrJb,Clair,Gilbert O'Sullivan,Clair,"[""Gilbert O'Sullivan""]"
1973,73,spotify:track:2LXISHBkx8FyoxCBkckh19,Do It Again,Steely Dan,Do It Again,['Steely Dan']
1973,74,spotify:track:3f0U5NaD1bCk8nmKpn2ZJY,Kodachrome,Paul Simon,Kodachrome,['Paul Simon']
1973,75,spotify:track:722E6CPY8biq4sUnf40u6Y,Why Can't We Live Together,Timmy Thomas,Why Can't We Live Together,['Timmy Thomas']
1973,76,https://open.spotify.com/track/2Hyis7pyTBDyR3zq4GNZCu?si=63dbf24d298e4b21,Do You Wanna Dance?,Bette Midler,Do You Wanna Dance,['Bette Midler']
1973,77,spotify:track:55iDwZfpaU7ytsadT7BDVE,So Very Hard to Go,Tower of Power,So Very Hard to Go,['Tower Of Power']
1973,78,spotify:track:23ObLnkIhZaM41ML4Hyg8u,Rockin' Pneumonia and the Boogie Woogie Flu,Johnny Rivers,Rockin' Pneumonia And The Boogie Woogie Flu,['Johnny Rivers']
1973,79,spotify:track:5cfYurP1XKldMBtvBBJiTs,Ramblin' Man,The Allman Brothers Band,Ramblin' Man,['Allman Brothers Band']
1973,80,spotify:track:4gAsVttMY36zJUCa7FYoJN,Masterpiece,The Temptations,Masterpiece,['The Temptations']
1973,81,spotify:track:1YNCi9tPJffDJHNc6at129,Peaceful,Helen Reddy,Peaceful,['Helen Reddy']
1973,82,spotify:track:3LV2CK8sJiYjg1bV1aHQop,One of a Kind (Love Affair),The Spinners,One of a Kind (Love Affair),['The Spinners']
1973,83,spotify:track:27145diX1C7BE6m6FzONqb,Funny Face,Donna Fargo,Funny Face,['Donna Fargo']
1973,84,spotify:track:4UDgg6XL6hRkR7naHh6kze,Funky Worm,Ohio Players,Funky Worm,['Ohio Players']
1973,85,spotify:track:1GcVa4jFySlun4jLSuMhiq,Angie,The Rolling Stones,Angie - Remastered 2009,['The Rolling Stones']
1973,86,spotify:track:0o1itZURoZ70rgXiLijzB0,Jambalaya (On the Bayou),Blue Ridge Rangers,Jambalaya (On The Bayou),['John Fogerty']
1973,87,spotify:track:5mXxGgaqcH9KNf5K0OKd5W,Don't Expect Me to Be Your Friend,Lobo,Don't Expect Me to Be Your Friend,['Lobo']
1973,88,spotify:track:5Vgx4jtn7Xf7KEIogHIcCZ,Break Up to Make Up,The Stylistics,Break Up To Make Up,['The Stylistics']
1973,89,spotify:track:2jmFVHjwsNH0vKWO6wcCsg,Daisy a Day,Jud Strunk,Daisy A Day,['Jud Strunk']
1973,90,spotify:track:10Zbcuxvlig5qUDmuGgEcL,Also Sprach Zarathustra (2001),Deodato,Also Sprach Zarathustra,['Deodato']
1973,91,spotify:track:2FMxwBKdRel79WWRwsDMT7,Stir It Up,Johnny Nash,Stir It Up,['Johnny Nash']
1973,92,spotify:track:0vFOzaXqZHahrZp6enQwQb,Money,Pink Floyd,Money,['Pink Floyd']
1973,93,spotify:track:5d8RneNSRVKapS8sD8qISf,Gypsy Man,War,Gypsy Man,['War']
1973,94,spotify:track:0IJPyHBTbGSMPDZHIMYDOF,The World Is a Ghetto,War,The World Is A Ghetto,['War']
1973,95,spotify:track:5cfCiy2vEqsInb0m2SCJd9,Yes We Can Can,The Pointer Sisters,Yes We Can Can,['The Pointer Sisters']
1973,96,spotify:track:4DhbiXEuV7JxSR0wuqetTa,Free Ride,The Edgar Winter Group,Free Ride,['The Edgar Winter Group']
1973,97,spotify:track:72Z17vmmeQKAg8bptWvpVG,Space Oddity,David Bowie,Space Oddity - 2015 Remaster,['David Bowie']
1973,98,spotify:track:6tunhVGD8C05MZNjSVIsjw,It Never Rains in Southern California,Albert Hammond,It Never Rains in Southern California,['Albert Hammond']
1973,99,spotify:track:74NGDmt0oXeXesxoUGASTz,The Twelfth of Never,Donny Osmond,The Twelfth Of Never,['Donny Osmond']
1973,100,spotify:track:7MiLmLbwNoyf47xQ4TCVYp,Papa Was a Rollin' Stone,The Temptations,Papa Was A Rollin' Stone - Single Version,['The Temptations']
1974,1,spotify:track:1vZTgn4JXWMahR8r99ug5H,The Way We Were,Barbra Streisand,The Way We Were,['Barbra Streisand']
1974,2,spotify:track:7pGMRy91RcQT9oHdPgYz3A,Seasons in the Sun,Terry Jacks,Seasons in the Sun,['Terry Jacks']
1974,3,spotify:track:5csdrJ0JtFn0qvwlvSh2EI,Love's Theme,Love Unlimited Orchestra,Love's Theme,['The Love Unlimited Orchestra']
1974,4,spotify:track:7GVUmCP00eSsqc4tzj1sDD,Come and Get Your Love,Redbone,Come and Get Your Love - Single Version,['Redbone']
1974,5,spotify:track:0xqb2Euq1PAxKHBA36NUnx,Dancing Machine,The Jackson 5,Dancing Machine,['The Jackson 5']
1974,6,spotify:track:6saMwrHYHbgSm8WiAbH5RV,The Loco-Motion,Grand Funk Railroad,The Loco-Motion,['Grand Funk Railroad']
1974,7,spotify:track:7kllQQPam6HumbUCIPSvHJ,TSOP (The Sound of Philadelphia),MFSB,T.S.O.P. (The Sound of Philadelphia) (feat. The Three Degrees),"['MFSB', 'The Three Degrees']"
1974,8,spotify:track:7FUk1EkNJLXyjadbiHlw0C,The Streak,Ray Stevens,The Streak,['Ray Stevens']
1974,9,spotify:track:5Wj1rJnCLpMHdLaxsFtJLs,Bennie and the Jets,Elton John,Bennie And The Jets - Remastered 2014,['Elton John']
1974,10,spotify:track:7Eq6uD4xcTs4Ddmyv6Ttjs,One Hell of a Woman,Mac Davis,One Hell Of A Woman,['Mac Davis']
1974,11,spotify:track:3iX0BMs9dX9CsgrHhiB173,Until You Come Back to Me (That's What I'm Gonna Do),Aretha Franklin,Until You Come Back to Me (That's What I'm Gonna Do),['Aretha Franklin']
1974,12,spotify:track:3K0SJUQNbOkUprTFcwwAKN,Jungle Boogie,Kool & the Gang,Jungle Boogie,['Kool & The Gang']
1974,13,spotify:track:5VBcEJ4mtXTmVEJtc7hx2g,Midnight at the Oasis,Maria Muldaur,Midnight at the Oasis,['Maria Muldaur']
1974,14,spotify:track:73GR50SgGV5hybgWDSFWtD,You Make Me Feel Brand New,The Stylistics,You Make Me Feel Brand New,['The Stylistics']
1974,15,spotify:track:2vhW1OmaZDYi63Da9d8R5o,Show and Tell,Al Wilson,Show and Tell,['Al Wilson']
1974,16,spotify:track:4o7BiIjeswzOcefUHIt5Hw,Spiders and Snakes,Jim Stafford,Spiders and Snakes - Rerecorded,['Jim Stafford']
1974,17,spotify:track:0uPIwcT6OdJ5BAJdYkxVp9,Rock On,David Essex,Rock On,['David Essex']
1974,18,spotify:track:3m8lTUL5GxGUNSaycI77ND,Sunshine on My Shoulders,John Denver,Sunshine On My Shoulders,['John Denver']
